🔒 Row ID,SKU ID,LOC ID,SUPPLIER ID,CSV ID,Owner ID,Site Mask/Active,Site Mask/Pinned,Site Mask/Weekday Set QTY,Site Mask/Weekend Set QTY,Site Mask/Weekday Par QTY,Site Mask/Weekend Par QTY,SKU Lookup/Product Description READ,SKU Lookup/Product Code READ,SKU Lookup/Unit READ,SKU Lookup/Cost READ,History/Created,History/Last PD Update
NZyo2R1ET8iwIyP65VzGnw,CqNcADkzTPGwoiqCBTmf4Q,nx9eCYAATmuvrHPvNHkb9w,JKGzpLFSRxCfAxNLKmy33A,8jRZgtjLRJCOG-8XMaaKpw,wuqj75edR0670x.mQmMz0A,true,,,,2,,McVities Tasties Digestive Biscuits ,82046,12 x 300g,11.99,,
XnxlKTyLSB2ONFqHVDv8cg,gNDaTmw4TcelWfvWmf20pg,nx9eCYAATmuvrHPvNHkb9w,4755CqDMSWW-mRo5VXhXIA,w2of97PWRR-UOJ5Ke3UDeA,wuqj75edR0670x.mQmMz0A,true,,,,2,,Public Espresso Beans,3095,8 x 1kg,104.47,,
e8wHR7bxS2ejI7g66ThYiA,xePzZu47QEWPLA6MRmkDKw,nx9eCYAATmuvrHPvNHkb9w,IzNRYFFJT.Sje-ugJuIzyQ,Vgp4PKxfSq6ywUsBIyc5Dg,wuqj75edR0670x.mQmMz0A,true,,,,2,,Pago Mango Juice,19523,12 x 200ml,13.64,,
Vz3nz2.4Tae-TImYuTocog,QN6wtdaITwGEtHE89YzqVg,nx9eCYAATmuvrHPvNHkb9w,JKGzpLFSRxCfAxNLKmy33A,0752G8LXTh-Jm9YZ.iVa0A,wuqj75edR0670x.mQmMz0A,,,,,2,,Middleton Crumble Mix,5760,3.5kg,8.97,,
oZ9WHdm2QT6XE-YjIZf1cA,yNKGB03DTV-JbLWqYIY8bw,nx9eCYAATmuvrHPvNHkb9w,4755CqDMSWW-mRo5VXhXIA,ng3TI4JWTaOUDDOMMfydoQ,wuqj75edR0670x.mQmMz0A,true,,,,2,,SHOTT Vanilla Syrup,2023,1 Litre,8.05,,
2dRdwvGgREWT7pu67ihUOw,xE1y2.j1TMOceplM.HgF4w,nx9eCYAATmuvrHPvNHkb9w,4LkK8yfyT6qKO7IEDGKSpw,ic8bDVOWT2qwTOstc0Gutw,wuqj75edR0670x.mQmMz0A,true,,,,2,,Apple Raspberry Healthy Energy,AR250-12-02,12 x 250ml,14,,
Vvl3LJY3SzqMZpnG4zX.zg,1EVZtJVxSCGYY6l3N91zLw,nx9eCYAATmuvrHPvNHkb9w,JKGzpLFSRxCfAxNLKmy33A,YggVEoh3SUmnFv7o14mFgQ,wuqj75edR0670x.mQmMz0A,true,,,,2,,Cambray Lilliput Mini Capers in brine,78177,2.1kg,16.04,,
8Wl8NWikQS-TwxZKJYDqPA,LmjYPh5GRwmIR2lL1xbUaA,nx9eCYAATmuvrHPvNHkb9w,DF6QirpYT5eNXA0M1A8F5Q,vxsrvEPyQKKpALGYDtZexg,wuqj75edR0670x.mQmMz0A,true,,,,2,,Pistachio Paste,201769,1Kg,54.09,,
HhlIU1ybQ3OIBgqtHJhG4Q,IJPJEbiAS.26Kv8msy30tA,nx9eCYAATmuvrHPvNHkb9w,JKGzpLFSRxCfAxNLKmy33A,qzyGAT7IQdGqKlVxq3OGpQ,wuqj75edR0670x.mQmMz0A,true,,,,2,,Nestle Carnation Caramel,16566,6 x 397g,17.7,,
Di3ThCNFRUqgouD3rfo33A,NBA5gthmSKmPOMOUY75Qdw,nx9eCYAATmuvrHPvNHkb9w,KP7otYsHRfC7WEuGpT8Ypw,tPlp70xkRM6.MVvWWN15eQ,wuqj75edR0670x.mQmMz0A,true,,,,2,,Frisby Lager,N/A,24 x 440ml,42,,
a.pI8T8W4TFK-hMWqpQ-TBA,HGmFv1ixTRy1oxQ.YOsriA,nx9eCYAATmuvrHPvNHkb9w,JKGzpLFSRxCfAxNLKmy33A,GeqlwoFtQDy3pwluEcMrqw,wuqj75edR0670x.mQmMz0A,true,,,,2,,Emmental Slices,34360,1kg,7.77,,
kNzP8AKRQvCBRcIIzkPVEQ,ZBykbOvMTzGj2CwOzOje1A,nx9eCYAATmuvrHPvNHkb9w,JKGzpLFSRxCfAxNLKmy33A,rg1c46t8QAq3X9rccRh6Iw,wuqj75edR0670x.mQmMz0A,true,,,,2,,Gales Lemon Curd,80140,3.18kg,10.99,,
hoMCrTLCQHSmvZ910I-yVw,TAujlLa0TJeLkk7B4AVXEA,nx9eCYAATmuvrHPvNHkb9w,IzNRYFFJT.Sje-ugJuIzyQ,ivLAuZOSRAKM-0i0nlFRYQ,wuqj75edR0670x.mQmMz0A,true,,,,2,,Cocoa Cola Icon Bottle,10380,24 x 330ml,21.36,,
Mbr31V.cSwGXzdkM.3g-eA,IePF0JDYQ6WMi3rF9haI5w,nx9eCYAATmuvrHPvNHkb9w,4755CqDMSWW-mRo5VXhXIA,sdNzP6nqSe-KDissrR7mGw,wuqj75edR0670x.mQmMz0A,true,,,,2,,SHOTT Chai (Vanilla Notes) Syrup,2025,1 Litre,8.05,,
hywyadR3RbSjE5zW4IcjGQ,FYyerj6JRN2QVoqAeTE9Ww,nx9eCYAATmuvrHPvNHkb9w,DF6QirpYT5eNXA0M1A8F5Q,h4CoxWTGSYCExXIeQ6DhBA,wuqj75edR0670x.mQmMz0A,true,,,,2,,Crème Pâtissière Delicecrem with Vanilla Seeds,202500,5kg,32.19,,
5JLgk6lRQnCIQec6thFctg,ZG7SBKtlRlOrBiTA1AzcXA,nx9eCYAATmuvrHPvNHkb9w,JKGzpLFSRxCfAxNLKmy33A,o8jY-XPlRlG.kjBBKHPmRw,wuqj75edR0670x.mQmMz0A,,,,,2,,Chef William Sage & Onion Stuffing Mix,6095,3kg,6.99,,
zLBHwBa7RsyHEsvvVCu0Kg,gnhwdQqnSR-9HaEnJwQk3g,nx9eCYAATmuvrHPvNHkb9w,4755CqDMSWW-mRo5VXhXIA,FzS5OS37S.qxs-qFciE46Q,wuqj75edR0670x.mQmMz0A,true,,,,2,,Public Decaf Espresso Beans,3096,8 x 1kg,141.68,,
1f1TJIvgRXWp4WM7oJ1Jbg,E..z6XpBRUWe203lbwR27A,nx9eCYAATmuvrHPvNHkb9w,JKGzpLFSRxCfAxNLKmy33A,5IRf.7exSom5X00DztRQ3g,wuqj75edR0670x.mQmMz0A,true,,,,2,,Mature Cheddar,15073,5kg,32.5,,2025-06-11T13:05:19.748Z
Kkc-62GPQb2apkkqNErw3w,lLjDm-ubRiKWPW4tlu9oZw,nx9eCYAATmuvrHPvNHkb9w,Bt1gPaZnQtKjmnsKW3YezA,C3xiy95oQbGa0nJm2lDwFw,wuqj75edR0670x.mQmMz0A,true,,,,2,,Press Berry Bliss Super Smoothie,N/A,6 x 250ml,13.62,,
Q5XwpVpMTqKT.kfCmo8YPg,z.zFfTXtQ2a8UI6sZGlu8Q,nx9eCYAATmuvrHPvNHkb9w,4LkK8yfyT6qKO7IEDGKSpw,yelWC27vQRC3YaNrQt9nVw,wuqj75edR0670x.mQmMz0A,true,,,,2,,Juicy Peach Healthy Energy,JP250-12-02,12 x 250ml,14,,
jjjI21LISmqymFnAJUy3ag,AbTCqZGnRXGwNUC2XOHkjA,nx9eCYAATmuvrHPvNHkb9w,4755CqDMSWW-mRo5VXhXIA,hJ9B4yglSlKBWDho3ywpJw,wuqj75edR0670x.mQmMz0A,true,,,,2,,SHOTT Hazelnut Syrup,2020,1 Litre,8.05,,
0zCwC90NTmusb0wjztTf2w,5UknO4A.SASGJTOsR102.g,nx9eCYAATmuvrHPvNHkb9w,Bt1gPaZnQtKjmnsKW3YezA,P1ovK3G9TJCjJHxRkBiAUA,wuqj75edR0670x.mQmMz0A,true,,,,2,,Press Wonder Greens Super Smoothie,N/A,6 x 250ml,13.62,,
tiaqD9keQBCgrUCKK8761w,yc18sXsBSWKOMutRbFuZ5Q,nx9eCYAATmuvrHPvNHkb9w,IzNRYFFJT.Sje-ugJuIzyQ,30IMMXz6QFKsAM1j60uBGg,wuqj75edR0670x.mQmMz0A,true,,,,2,,Lemonaid Passion Fruit,22273,12 x 330ml,13.5,,
XgCR5epnRwKqxaNuYfxgsA,OwVFi8AhRu-lBnqzI8gT2Q,nx9eCYAATmuvrHPvNHkb9w,4LkK8yfyT6qKO7IEDGKSpw,Ob1sZwX3S2uQsM76fndhgg,wuqj75edR0670x.mQmMz0A,true,,,,2,,250g Matcha Powder,MP250-01-02,1 x 250g,37.5,,
WmTgHFkkTWq5DCSuEN.s.Q,0ioBuh5ATHKsJ52dS.YGDQ,nx9eCYAATmuvrHPvNHkb9w,DF6QirpYT5eNXA0M1A8F5Q,NEhqZLljTeGS09rClVA-zg,wuqj75edR0670x.mQmMz0A,true,,,,2,,Serenity Universal Improver,200929,10kg,48.21,,
uvbOCQNZTGKYlSLSeE.fgQ,nj1RW9xuQ4iCR9ha2VgIVQ,nx9eCYAATmuvrHPvNHkb9w,KP7otYsHRfC7WEuGpT8Ypw,1uwNRNqlTNKwgpx.hrZEnQ,wuqj75edR0670x.mQmMz0A,true,,,,2,,Drovers Hazy Session IPA,N/A,24 x 440ml,45,,
7IkIfDxtSbKcdJg1eUf-Fw,9kv3qyGqQXSgdeUFckJGIA,nx9eCYAATmuvrHPvNHkb9w,DF6QirpYT5eNXA0M1A8F5Q,a.z97xYtGRU2j6Y1.uVv1Ng,wuqj75edR0670x.mQmMz0A,true,,,,2,,Granola,115944,1kg,4.53,,2025-06-13T12:01:34.371Z
wl1Mp2IfQZGbx0fuqX.yaw,a.SV7XoMJS6So1MS6DR36.g,nx9eCYAATmuvrHPvNHkb9w,4LkK8yfyT6qKO7IEDGKSpw,h3UQf.k5RVOBwDorX2NpMw,wuqj75edR0670x.mQmMz0A,true,,,,2,,Pineapple Zuzu Healthy Energy,PY250-12-02,12 x 250ml,14,,
MDj0rJAGTqSbT5IW6kdQ5w,vfFPyUrwQNGUpz9RpcUJng,nx9eCYAATmuvrHPvNHkb9w,JKGzpLFSRxCfAxNLKmy33A,Q8PwzniySAen2yE8TMQAOA,wuqj75edR0670x.mQmMz0A,true,,,,2,,Maldon Smoked Sea Salt,16608,500g,10.49,,
I1puutzzThWTm-3n1oKidQ,81JijzcFRn-No7HFgCc7zg,nx9eCYAATmuvrHPvNHkb9w,JKGzpLFSRxCfAxNLKmy33A,9E3Xxo7YQY6Oap1gmYmdEw,wuqj75edR0670x.mQmMz0A,true,,,,2,,Ermitage Brie Wheel,51247,1kg,8.75,,
oGy-58KdSkiDqEJXQcefzA,WzIbEOkpQOW7aG.qhLxBTA,nx9eCYAATmuvrHPvNHkb9w,JKGzpLFSRxCfAxNLKmy33A,dAoDBPkhSTau-IVC7OeqcQ,wuqj75edR0670x.mQmMz0A,true,,,,2,,Mango Chutney,29118,2.8kg,6.99,,2025-06-13T11:48:40.523Z
Pm6-QBTERta6ZhV9Mqn5.g,vbxUgF0CR8m0JCIpbu-7pg,nx9eCYAATmuvrHPvNHkb9w,sZRVo5.eS5acf7GEVw6eCw,zrzq274wRZqTnziASABuyw,wuqj75edR0670x.mQmMz0A,true,,,,2,,Sausage Meat,N/A,1kg,5.8,,
AdHDKw2ESemGpr2-NkEhfA,TGHqNdIaSCiZsbLMe.zouw,nx9eCYAATmuvrHPvNHkb9w,JKGzpLFSRxCfAxNLKmy33A,HEr7YeEGTki9APLj.5QhzA,wuqj75edR0670x.mQmMz0A,,,,,2,,Robertsons Mincemeat,43798,2.72kg,11.8,,
PMS3iYptSva-kxcD08m5yw,AyJyZA5tQu-xiEPFfNSfpQ,nx9eCYAATmuvrHPvNHkb9w,JKGzpLFSRxCfAxNLKmy33A,UuuvVGN5Sd-laFf99Uxk0Q,wuqj75edR0670x.mQmMz0A,true,,,,2,,Sliced Turkey,2902,500g ,7.5,,2025-06-11T13:04:59.277Z
WpsGLHgZQcKX5cRIRBKtAw,1GF6ds8FQISLObdmpGzgkw,nx9eCYAATmuvrHPvNHkb9w,4755CqDMSWW-mRo5VXhXIA,mClJoD69QnifvmDEFZR05A,wuqj75edR0670x.mQmMz0A,true,,,,2,,SHOTT Caramel Syrup,2039,1 Litre,8.05,,
N7KkyGkuTnO7Zm01VJPC-g,MEiUl67.TZmLAx98zkpqmA,nx9eCYAATmuvrHPvNHkb9w,IzNRYFFJT.Sje-ugJuIzyQ,ozMhjohiRiahV732akl1mw,wuqj75edR0670x.mQmMz0A,true,,,,2,,Lemonaid Blood Orange,22275,12 x 330ml,13.5,,
lSHEcPZZRMe4axy.tQCCeA,D41wLjlsTiSy1JjfdfuRHQ,nx9eCYAATmuvrHPvNHkb9w,sZRVo5.eS5acf7GEVw6eCw,6gOZ65x3R7KhhMwxCtgSpA,wuqj75edR0670x.mQmMz0A,true,,,,2,,Pancetta,N/A,500g,12,,
UKLKMhhBTlyzVxYuQRpEXA,aa6rdFvnTB-yjt-.ka9gEw,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,8LazTO1SSXyV1JMEHobnYw,wuqj75edR0670x.mQmMz0A,true,,,,2,,Mozzarella Block,890,2.3kg,13.25,,
5fXXDVMPRJeOZ6t2sadgNw,oiIloFIQTrWy4044CJdHdQ,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,bgL9JZdDQhazMH2hMRozEA,wuqj75edR0670x.mQmMz0A,true,,,,2,,Fresh Yeast,5085,500g,2.95,,
0SaCzaCBSQeRZKOkIWN-UA,RnWwpdTTQFq9aY-.dJX8Cg,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,j0sTZwBGRp6fxckfI2w0OA,wuqj75edR0670x.mQmMz0A,true,,,,2,,Puff Pastry,29887,4.25kg,32.6,,
9dZmzkfWTMK6vKg3Y8sUKQ,gR9E8Vr8T3CQyFAHJINJGQ,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,2pHO7-b4TH-u05jt7VJyEQ,wuqj75edR0670x.mQmMz0A,true,,,,2,,Double Cream,700,2 Litre,8.45,,
w-zev1t-R1yJJ6HhjrclZA,r645DrWVRyahvHvabYrHgg,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,Evtp36xMRTuUXHdjUwSUPQ,wuqj75edR0670x.mQmMz0A,true,,,,2,,Unsalted Butter,3682,40 x 250g,82.5,,
woAv.G7QQD-bK-NWoUmNJQ,qxYEllI9S2umRqRS0zp.4g,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,B90hfkvdToqHDybgyxtQOw,wuqj75edR0670x.mQmMz0A,true,,,,2,,Semi-Skimmed Milk,713,2 Litre,1.65,,
H8sTvhJzQsiwtLsx8T5yPA,elGI1If8QO-OXwe8uR0pRA,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,OvcV-rUVTSuJPSlmL5-0Pg,wuqj75edR0670x.mQmMz0A,true,,,,2,,Brover Cherries,1446,2.75kg,27.95,,
bs3mbIjgQbSQYGMz.qDZeg,vMFLFJfiQ4WMRvkte1snyQ,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,MTy9ZgOpSHiH8AS6qy92qA,wuqj75edR0670x.mQmMz0A,true,true,30,70,2,,Whole Milk,712,2 Litre,1.65,,
WHnOKRbFT7WrlGSWDPMNMw,8EEod5I3SPaKpWnm37Fb3w,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,ZDdF8KlMT9idkbav1dlHtA,wuqj75edR0670x.mQmMz0A,true,,,,2,,Mascarpone,3895,2kg,15.45,,
dGCfIjEGQjigLIesKffk9w,W7wz1pMXRGyVW3JTkUXcTw,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,3bndFLj8QzGc3qNcXlzBRg,wuqj75edR0670x.mQmMz0A,true,,,,2,,Salted Butter,3680,40 x 250g,82.5,,
ObFBM93nTnm-Uykw-iNG0A,60qatt2ARX6Yfhm2JY9U7A,nx9eCYAATmuvrHPvNHkb9w,8C34O7MZSM2sqBMmQhW7gA,JkMNVP6JSVebH-IzAPGaFQ,wuqj75edR0670x.mQmMz0A,true,,,,2,,Momo Kombucha - Organic Ginger-Lemon Kombucha,MMK0010,12 x 330ml,25.8,,
vgym.YAqTyu1TMAQ4H-9AQ,DPYDOcwdS-mXjO8dyRunEA,nx9eCYAATmuvrHPvNHkb9w,8C34O7MZSM2sqBMmQhW7gA,Jwg-2XAvRoanBtY9AlLf9A,wuqj75edR0670x.mQmMz0A,true,,,,2,,Alpro - Soya Barista for Professionals,ALP0010,12 x 1L,22,,
o2ctByfOR.il11o38eNQNQ,pXSH-tZoRGmPJcKdIKXchw,nx9eCYAATmuvrHPvNHkb9w,8C34O7MZSM2sqBMmQhW7gA,alPPnq6hTdyvcaB4DgYJVw,wuqj75edR0670x.mQmMz0A,true,,,,2,,Rude Health - Coconut Barista Drink,RHA0025,6 x 1L,11.21,,
wdYSh6LqTx6t8j9whTDbMw,IjvClqnVTGKZhVD3QJhEew,nx9eCYAATmuvrHPvNHkb9w,8C34O7MZSM2sqBMmQhW7gA,30.weg4RRnGGwizqPx.GXg,wuqj75edR0670x.mQmMz0A,true,,,,2,,Oatly - LARGE Barista Edition,OAT0080,6 x 1.5L,13.5,,
bgzdDLk9RN6XF5SPG2.VSw,6SEaRoOGS1eXUDPY1sxtBw,nx9eCYAATmuvrHPvNHkb9w,8C34O7MZSM2sqBMmQhW7gA,FB17vnBUSWaRsYFR0ix7ag,wuqj75edR0670x.mQmMz0A,true,,,,2,,Life Water Can - Still,LWC0010,24 x 330ml,11.15,,
jLAVtRzuRSmdAhKWnWJ34Q,raHWSpsiSTOz6YouvZBhYw,nx9eCYAATmuvrHPvNHkb9w,8C34O7MZSM2sqBMmQhW7gA,6g0bcxEPQv2ya9OQUquDug,wuqj75edR0670x.mQmMz0A,true,,,,2,,Momo Kombucha - Organic Raspberry-Hibiscus Kombucha,MMK0040,12 x 330ml,25.8,,
jdN31vL-RXWcfTK2uedDKA,NUGEc3fBQhCOz18.MjpDVA,nx9eCYAATmuvrHPvNHkb9w,8C34O7MZSM2sqBMmQhW7gA,XhHN-tNkRBOpadIMGaIV-Q,wuqj75edR0670x.mQmMz0A,true,,,,2,,Life Water Can - Sparkling,LWC0020,24 x 330ml,11.15,,
q37SA6-OQFSV8EkobsZY8w,DOVUZFjsSKmd6W1RItlgaw,nx9eCYAATmuvrHPvNHkb9w,8C34O7MZSM2sqBMmQhW7gA,y82fcMGCR56DpZaz8KpL.Q,wuqj75edR0670x.mQmMz0A,true,,,,2,,Momo Kombucha - Organic Turmeric Kombucha,MMK0020,12 x 330ml,25.8,,
seWnykDiQxamSk1VuAQ0-g,JKPBwAqjSdKKmxBkVCxcMQ,nx9eCYAATmuvrHPvNHkb9w,8C34O7MZSM2sqBMmQhW7gA,EODzr6JWSqeIiH8tZfJwQQ,wuqj75edR0670x.mQmMz0A,true,,,,2,,Momo Kombucha - Organic Elderflower Kombucha,MMK0030,12 x 330ml,25.8,,
a.F5AQHOLQnS9YU1UFNPt8A,qu96AiHMTdWrib7aiwZ9zg,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,a-4IrtecjQUemfi7dlbIBYA,wuqj75edR0670x.mQmMz0A,true,true,,,,,Blueberries,7538E,125g,2.95,,2025-06-11T09:32:53.734Z
zie27Yx6Qw2qZRA5oMdiIA,oQqgODjiR6W3DwnrCsTmqQ,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,H55u9rtiRv61By8B7M703A,wuqj75edR0670x.mQmMz0A,true,,,,,,Feta,915,900g,9.75,,
5MK0G2tfQta79D7c2uDC.Q,y5WR6EwXTK6Zp3GxK9QMKQ,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,lZVY8RA2TFyfrBnY90aOzg,wuqj75edR0670x.mQmMz0A,true,true,12,14,,,Raspberries,8560E,125g,2.95,,2025-06-11T09:41:30.042Z
zMC6LJOrSgW7LRHCSLQ7Cg,j8MCnOiwRgCCq.tkeuE1vQ,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,KNeGA5n8RPGMb.sNbm-kag,wuqj75edR0670x.mQmMz0A,true,true,5,5,,,Strawberries,2370,400g,4.8,,
nQz-MR.mTX2.JypeiHbEWQ,LqtV9i4mQ1SP0zIqt8D1bQ,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,wmTOhVbBRhWbCrApAS4fxw,wuqj75edR0670x.mQmMz0A,true,,,,,,Vegetarian Hard Cheese,4901,1kg,16.95,,
0AkEMt8HTMquAlyRGZOEHQ,461CIZBtR-CZ9aMUOLfZKQ,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,3zbRNff5QCC8PBa-RRDUFw,wuqj75edR0670x.mQmMz0A,true,true,,,,,Avocados,4489,1 x 18,19.95,,
zCT4a5s2TQ2z9S3gmqUi8Q,O-8bk62-QYGjCqeluz76yQ,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,dN2EocYMQzqs.8hWZNUacg,wuqj75edR0670x.mQmMz0A,true,,,,,,Courgettes,242,Each,0.8,,2025-06-18T13:00:16.883Z
ckM8tRq4R76gUCFTo81yjw,WMMVRd2jSQW0OwIAKvca0Q,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,XoG4n0IKTwaQxs80i7BwZA,wuqj75edR0670x.mQmMz0A,true,,,,,,Flat Mushrooms,3354,1.8kg,5.65,,
VTU4VbbwRdyu8WrZOI5bvw,Ez74B3e6Q921XzYsdhek5g,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,0Z2gJZrNTGyrlbkjsYxigQ,wuqj75edR0670x.mQmMz0A,true,,,,,,Yellow Peppers,222,Each,1.1,,2025-06-18T13:02:52.586Z
a.3VtgqD9SMShqf2.v493ew,SLUOAPsSRwacdbSIrUgrQw,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,MnwtE2CkTNmIZA3iLqYYTQ,wuqj75edR0670x.mQmMz0A,true,,,,,,Green Peppers,220,Each,0.9,,2025-06-18T13:02:09.945Z
a-T9aFeKBSYS6f87DAjbxmA,OCUyWW0pT4yOvywSaOAjXg,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,zMxkv510Sam9Matz3YpWxA,wuqj75edR0670x.mQmMz0A,true,,,,,,Natural Yoghurt,7007,5 Litre,15.95,,
l3X8cRABQ9W9Ye9z0m.KFw,4RjUoUk7TvmAkdGNbtCBRQ,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,jw9nobZ-Q9aRDAg8aHXTPw,wuqj75edR0670x.mQmMz0A,true,true,2,4,,,Bananas,5576,Each,0.23,,
7tNQMEoGQE6PwRu3lqliTg,QXMSlR1UQMqRxPTxUIOYcQ,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,ghnmbDyEQDeg8PQhPS0YIg,wuqj75edR0670x.mQmMz0A,true,,,,,,Salami Milano,22307,500g,8.5,,
MnVE52qlSuqcqYHKUSYp9g,kQEntmPEQIORq2fwQgw9ug,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,t0lokYGvTmiCeP8McEUwRg,wuqj75edR0670x.mQmMz0A,true,true,20,20,,,Lemons,514,Each,0.45,,
ez.mqc33Qq--VEJmiKuhJw,2pAy2tQGTgWA2IZaAe6STg,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,FswnM3nfQty3SGWs8lM1UA,wuqj75edR0670x.mQmMz0A,true,,,,,,Portobello Mushrooms,371,1.5kg,9.45,,
HTFLf4-ITp6KYrjyGc8SCg,FLSGnKJMQVu.3wsKw39qVA,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,CvAxVVg.SoSlfz2Uq9b6KQ,wuqj75edR0670x.mQmMz0A,true,,,,,,Cranberry Sauce,1417,3kg,17.3,,
sMWkqO5DRfSki44OIyGUgg,a.3h3yATBQ0GJ4jBE5UEhag,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,moUHds4QSLSPFtJK5rQcxQ,wuqj75edR0670x.mQmMz0A,,,,,,,Beef Tomatoes,427,1kg,3.85,,
a.Fu93lFeQHG0HvlDeb1.aQ,qfa0TM9kQEORBn6EiMfXPQ,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,RkzXgWqETn6dFN5a4NqHZQ,wuqj75edR0670x.mQmMz0A,true,,,,,,Lemon Juice,1524,1 Litre,4.5,,
1I.ann07SOmyRF2x5Tcl2A,PCsB5TohQvmLWJWMrNqF5Q,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,rYqjL-eATPCXVY7rQ6dBhQ,wuqj75edR0670x.mQmMz0A,true,,,,,,Rocket,3421,2 x 500g,7.95,,
jIoM3s1CTYOJEZgShBracg,a.RKJAlgwSsuZTi7nTo4Jtw,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,ZrCLHYdmTVG6s7ejaSPgAw,wuqj75edR0670x.mQmMz0A,true,,,,,,Red Onions,252K,Each,0.35,,2025-06-11T09:31:44.813Z
NzBaZk8DSeCPZeGe-IisyA,dqa0CZIfRamaH1t62WD44Q,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,KH9ydSaASceI9rkNm23Qng,wuqj75edR0670x.mQmMz0A,true,,,,,,Pistachio Nibs,11561,1kg,29.6,,
uGA2hG1.Q42hWtsuCZz0pg,ClPlv.5mTfOKwlap8X3Rbw,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,oole1WGxQ2W360-qQN8H.A,wuqj75edR0670x.mQmMz0A,true,,,,,,Cherry Tomatoes on the Vine,3431,5kg,15.95,,
b7tyD7pgT2uXbE4wpV5CaA,a-jqiFm7.SmOD00FQ1mseZA,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,oSYlaInHR8G8lPB9ZVDGfg,wuqj75edR0670x.mQmMz0A,true,,,,,,Pecan Halves,1559,1kg,17.95,,
A9N95qmMQie3KKQrICDgBA,UCjgtaH-QgS1wV7UIowPBA,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,KKuLNv.cSxKY2qX74wmv8g,wuqj75edR0670x.mQmMz0A,true,,,,,,Red Peppers,221,Each,1.1,,2025-06-18T13:02:40.833Z
Xz5FsoGJRs2kRhgnW2-9Ag,KWtUusS9R4yJfijgksmX-g,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,GyoDeUE9SqON9eFPlMhgLQ,wuqj75edR0670x.mQmMz0A,true,,,,,,Green Chilli,238,1kg,10.5,,
C3PRYqDzRw-NrhlLEZSqkQ,Jme0FT7lSPS1mKgBBF0C4g,nx9eCYAATmuvrHPvNHkb9w,L0QTd42GQ0GxQ4XjcnJImw,HrXxfmB0QPiGWnqeLHR4GQ,wuqj75edR0670x.mQmMz0A,true,,,,,,Chilli Jam,1603,1.4kg,11.95,,
